"","Ob","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Age","Age_new","TotalArea2","BsmtFinSF1_New","Neighborhood_Class","TotalArea2_Transformed","Age_new_Transformed","LotArea_Transformed","BsmtFinSF1_New_Transformed"
"40",40,20,"RL",313,27650,"Pave","No Alley","IR2","HLS","Inside","Mod","NAmes","PosA","Norm","1Fam","1Story",7,7,1960,2007,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",425,"Unf",0,160,585,"GasA","Ex","Y","SBrkr",2069,0,0,2069,1,0,2,0,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1960,"RFn",2,505,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2008,"WD","Normal",246093.0653,48,48,5228,425,"middle",8.50322938242294,3.63424118566428,10.2273810069505,4.54043259261585
"41",41,120,"RL",43,3182,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1232,1256,"GasA","Ex","Y","SBrkr",1269,0,0,1269,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,430,"TA","TA","Y",146,20,0,0,144,0,"Not Applicable","No Fence","No misc feature",0,4,2010,"WD","Normal",195991.9468,6,6,4240,24,"high",8.06940409103416,1.81712059283214,8.06526520889773,2.21336383940064
"42",42,90,"RL",70,8393,"Pave","No Alley","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1959,2005,"Gable","CompShg","MetalSd","MetalSd","BrkFace",122,"TA","TA","CBlock","TA","TA","No","LwQ",528,"Unf",0,1098,1626,"GasA","Ex","Y","SBrkr",1712,0,0,1712,0,0,2,0,4,2,"TA",8,"Typ",0,"Not Applicable","Attchd",2005,"Fin",2,588,"TA","TA","Y",272,54,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Family",149087.3288,47,47,5760,528,"middle",8.71175434938572,3.60882608013869,9.03515330408283,4.79356345385686
"43",43,90,"RL",94,9400,"Pave","No Alley","Reg","Low","Corner","Gtl","Mitchel","Norm","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",912,912,0,1824,0,0,2,2,4,2,"TA",8,"Typ",0,"Not Applicable","Not Applicable",1962,"Not Applicable",0,0,"Not Applicable","Not Applicable","Y",128,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2010,"WD","Normal",142960.9013,39,39,4560,1,"middle",8.21752834278876,3.39121144301417,9.1484649682581,1
"44",44,60,"RL",75,13250,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NWAmes","RRNn","Norm","1Fam","2Story",7,6,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","TA","Y","SBrkr",1154,896,0,2050,0,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1978,"RFn",2,529,"TA","TA","Y",192,192,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2009,"WD","Abnorml",207161.9423,31,31,5717,1,"middle",8.69544971711433,3.14138065239139,9.49175283141437,1
"45",45,20,"RL",90,12878,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",418,"Gd","TA","PConc","Gd","TA","No","ALQ",1262,"Unf",0,498,1760,"GasA","Ex","Y","SBrkr",1760,0,0,1760,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2003,"Fin",2,583,"TA","TA","Y",165,190,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",254175.4591,6,6,6281,1262,"very high",8.90240193455105,1.81712059283214,9.46327570809813,5.96025497245405
"46",46,60,"RL",90,14670,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,7,1966,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",410,"Gd","Gd","CBlock","TA","TA","No","BLQ",575,"Unf",0,529,1104,"GasA","Ex","Y","SBrkr",1104,884,0,1988,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",1966,"RFn",2,480,"TA","TA","Y",0,230,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,8,2008,"WD","Normal",197163.0505,42,42,5970,575,"middle",8.79009528323371,3.47602664488645,9.59355987113703,4.8968518066778
"47",47,60,"RL",73,8814,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","2Story",5,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",732,"Unf",0,0,732,"GasA","Ex","Y","SBrkr",732,732,0,1464,0,0,1,1,4,1,"TA",7,"Typ",0,"Not Applicable","Attchd",1968,"Unf",2,470,"TA","TA","Y",0,40,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",153564.3793,40,40,4130,732,"middle",8.01655013408127,3.41995189335339,9.08409664540193,5.20149002853388
"48",48,20,"RL",77,12160,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",0,188,1188,"GasA","Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1959,"RFn",2,531,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,5,2010,"COD","Abnorml",146072.475,51,51,4275,1000,"middle",8.0860054509696,3.70842976926619,9.40590715552016,5.62341325190349
"49",49,30,"RL",60,10200,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1940,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Ex","Y","SBrkr",672,0,0,672,0,0,1,0,2,1,"TA",4,"Typ",0,"Not Applicable","Detchd",1940,"Unf",1,240,"TA","TA","N",168,0,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,8,2008,"WD","Normal",111837.0175,68,68,2256,1,"low",6.89183345330919,4.08165510191735,9.23014299927236,1
"50",50,20,"RL",69,7590,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1117,0,0,1117,0,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Attchd",1963,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2008,"COD","Normal",126036.8025,45,45,3615,1,"middle",7.75402283090717,3.55689330449006,8.93458687038968,1
"51",51,75,"RM",60,9600,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",0,416,735,"OthW","Fa","N","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd",1950,"Unf",2,396,"Fa","Fa","P",0,0,259,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2008,"WD","Normal",133535.0217,91,91,5247,319,"low",8.51094464826895,4.49794144527541,9.16951837745593,4.22617688928087
"52",52,160,"FV",35,2117,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420,"Unf",0,336,756,"GasA","Ex","Y","SBrkr",756,756,0,1512,0,0,2,1,2,1,"Gd",4,"Typ",1,"TA","Detchd",2000,"Unf",2,440,"TA","TA","Y",0,32,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2007,"WD","Normal",172729.8675,7,7,4733,420,"high",8.29438377766953,1.91293118277239,7.65775527113487,4.52701905583787
"53",53,50,"RM",69,11851,"Pave","No Alley","Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,1948,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",780,"Unf",0,247,1027,"GasA","Ex","Y","SBrkr",1027,606,0,1633,0,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,100,126,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",154928.9173,62,62,4533,780,"low",8.20533713555096,3.95789160968041,9.38016753118845,5.28474030464486
"54",54,45,"RL",59,7227,"Pave","No Alley","Reg","HLS","Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",832,0,0,832,0,0,1,0,2,1,"Gd",4,"Typ",0,"Not Applicable","Detchd",1962,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",109544.1153,54,54,3024,1,"middle",7.41558550213468,3.77976314968462,8.88557929128298,1
"55",55,75,"RM",70,6300,"Pave","No Alley","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1910,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,878,0,2104,0,0,2,0,5,1,"TA",9,"Typ",0,"Not Applicable","Detchd",1910,"Unf",2,432,"Fa","TA","P",0,341,88,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Normal",193322.6519,96,96,5866,1,"low",8.75156080681992,4.57885697021333,8.74830491237962,1
"56",56,60,"RL",65,10237,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,738,738,"GasA","Ex","Y","SBrkr",738,754,0,1492,0,0,2,1,3,1,"Gd",8,"Typ",0,"Not Applicable","Attchd",2006,"Fin",2,440,"TA","TA","Y",0,32,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2006,"New","Partial",181456.5057,1,1,4162,1,"middle",8.03203364442389,1,9.23376388691977,1
"57",57,20,"RL",38,15240,"Pave","No Alley","IR1","Lvl","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,8,1977,2004,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","Gd","CBlock","Gd","TA","No","GLQ",198,"Rec",688,140,1026,"GasA","Ex","Y","SBrkr",1026,0,0,1026,1,0,1,1,3,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1977,"Unf",1,308,"TA","TA","Y",316,85,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,6,2010,"WD","Normal",131074.4061,33,33,3386,198,"high",7.62819415745985,3.20753432999583,9.63167882924064,3.75116612261711
"58",58,60,"RL",59,9171,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,848,848,"GasA","Ex","Y","SBrkr",848,750,0,1598,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"Fin",2,433,"TA","TA","Y",100,48,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Normal",187649.7864,2,2,4477,1,"middle",8.17987700599956,1.25992104989487,9.12380161055894,1
"59",59,120,"RM",32,4500,"Pave","No Alley","Reg","Lvl","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2006,"WD","Normal",157501.0733,8,8,4759,1201,"middle",8.30575136420714,2,8.41183267575841,5.88688770933563
"60",60,50,"RL",65,6435,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"GasA","Gd","Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2006,"WD","Normal",144327.132,67,67,4438,1,"low",8.16200439841746,4.06154810044568,8.76950712003023,1
"61",61,90,"RL",64,7804,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","Norm","Duplex","2.5Unf",6,7,1930,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",281,"Rec",679,0,960,"GasA","Ex","Y","SBrkr",960,960,0,1920,2,0,2,2,4,2,"TA",10,"Typ",2,"Gd","Detchd",1930,"Unf",2,480,"TA","TA","Y",248,0,121,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2008,"WD","Abnorml",171930.4753,78,78,5280,281,"low",8.52429519070872,4.27265868169792,8.962391701743,4.09427095027188
"62",62,20,"RL",102,13514,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","None",285,"Ex","TA","PConc","Ex","TA","No","GLQ",1142,"Unf",0,632,1774,"GasA","Ex","Y","SBrkr",1808,0,0,1808,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,850,"TA","TA","Y",200,26,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2009,"WD","Normal",351501.9255,1,1,6525,1142,"very high",8.98762883674095,1,9.51148146411212,5.8132168803023
"63",63,70,"RM",50,10300,"Pave","No Alley","IR1","Bnk","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"TA",9,"Typ",0,"Not Applicable","Detchd",1990,"Unf",2,480,"TA","TA","Y",12,11,64,0,0,0,"Not Applicable","GdPrv","No misc feature",0,4,2010,"WD","Normal",144041.8248,89,89,4476,1,"low",8.17942019550964,4.46474509558454,9.23989917421773,1
"64",64,70,"RL",73,24090,"Pave","No Alley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",7,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1032,1032,"GasA","Ex","Y","SBrkr",1207,1196,0,2403,0,0,2,0,4,1,"TA",10,"Typ",2,"TA","Attchd",1940,"Unf",1,349,"TA","TA","Y",56,0,318,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"COD","Normal",248378.9441,70,70,6187,1,"high",8.86890553224702,4.12128529980856,10.0895520956089,1
"65",65,20,"RL",80,12000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,5,1968,1968,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Fa","CBlock","Gd","Fa","No","LwQ",853,"Unf",0,535,1388,"GasA","Gd","Y","SBrkr",1388,0,0,1388,1,0,2,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1968,"RFn",2,522,"TA","TA","Y",0,58,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"COD","Abnorml",182621.3841,38,38,4686,853,"high",8.2737152694844,3.36197540679896,9.39266192877014,5.40427272933375
"66",66,20,"RL",63,8499,"Pave","No Alley","IR1","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",660,"Unf",0,204,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1982,"Unf",2,732,"TA","TA","Y",0,312,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",137399.5613,48,48,3324,660,"low",7.59303241278465,3.63424118566428,9.04770378849863,5.06857624558714
"67",67,60,"RL",49,12205,"Pave","No Alley","IR1","Low","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",0,264,832,"GasA","Gd","Y","SBrkr",976,1111,0,2087,0,0,2,1,5,1,"Gd",9,"Typ",0,"Not Applicable","Attchd",1966,"Fin",2,444,"TA","TA","Y",133,168,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"WD","Normal",191453.9384,41,41,5607,568,"high",8.65331750521683,3.44821724038273,9.40960098282706,4.88187981986713
"68",68,160,"RL",36,2448,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","GLQ",573,"Unf",0,191,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,1,0,2,1,2,1,"Gd",6,"Typ",0,"Not Applicable","BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2008,"WD","Normal",158073.79,5,5,4596,573,"very high",8.23369935246079,1.7099759466767,7.80302664363222,4.89258810929059
"69",69,20,"RL",71,7064,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA","TA","Y","SBrkr",980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,"Not Applicable","Detchd",1986,"Unf",2,484,"TA","TA","Y",192,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2009,"WD","Normal",138939.7017,32,32,3577,560,"low",7.73356491000255,3.1748021039364,8.8627667422838,4.86459855819558
"70",70,60,"RL",78,12011,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"GasA","Ex","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1998,"RFn",2,592,"TA","TA","Y",208,75,0,0,374,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Normal",283993.6982,8,8,6056,956,"very high",8.82158182149749,2,9.39357817555449,5.56050804041147
"71",71,20,"RL",61,7740,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",518,"Gd","TA","PConc","Ex","Gd","No","GLQ",1023,"Unf",0,663,1686,"GasA","Ex","Y","SBrkr",1686,0,0,1686,1,0,2,0,1,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"Fin",3,899,"TA","TA","Y",266,100,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"New","Partial",341378.9535,1,1,6475,1023,"very high",8.97036145855647,1,8.95415696658377,5.65547267550989
"72",72,20,"RL",70,9100,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",612,"Unf",0,252,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"Not Applicable","Detchd",2008,"Unf",1,300,"Ex","Ex","Y",0,0,0,0,0,0,"Not Applicable","No Fence","Shed",450,10,2009,"WD","Normal",131592.9789,50,50,2892,612,"middle",7.33330202834951,3.68403149864039,9.11602969250494,4.97379470361473
"73",73,90,"RL",85,11475,"Pave","No Alley","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1958,1958,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1584,1584,"GasA","TA","Y","SBrkr",1776,0,0,1776,1,0,2,0,4,2,"TA",9,"Typ",0,"Not Applicable","Detchd",1968,"Unf",3,888,"TA","TA","Y",0,25,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2009,"COD","Abnorml",113973.807,51,51,6119,1,"middle",8.84443538200251,3.70842976926619,9.34792603492875,1
"74",74,50,"RM",57,8094,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,888,888,"GasA","Ex","Y","SBrkr",888,1074,0,1962,0,0,1,1,4,1,"TA",9,"Typ",1,"TA","Detchd",1915,"Unf",2,572,"TA","TA","Y",160,0,364,0,0,0,"Not Applicable","GdPrv","No misc feature",0,6,2010,"WD","Normal",148563.5846,95,95,5384,1,"low",8.56596435384695,4.56290263538697,8.99887832543581,1
"75",75,20,"RL",85,10000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",410,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,1588,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,825,"TA","TA","Y",144,45,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2007,"WD","Normal",230804.5022,1,1,5999,1,"high",8.80075063178847,1,9.21034037197618,1
"76",76,80,"RL",94,7819,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",127,480,1029,"GasA","TA","Y","SBrkr",1117,0,0,1117,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Detchd",1976,"Unf",2,672,"TA","TA","Y",144,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,3,2010,"WD","Abnorml",111235.2333,34,34,3935,422,"low",7.92020065088308,3.23961180127748,8.96431194812451,4.53239876711815
"77",77,20,"RL",70,21579,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,6,1968,1968,"Hip","CompShg","HdBoard","BrkFace","None",0,"TA","TA","PConc","Gd","TA","No","BLQ",813,"Unf",0,675,1488,"GasA","Ex","Y","SBrkr",1488,0,0,1488,0,1,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1968,"RFn",2,552,"TA","TA","Y",0,0,216,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2007,"CWD","Normal",189245.2452,39,39,5016,813,"high",8.41568326628938,3.39121144301417,9.97947589853547,5.33977104928353
"78",78,160,"RL",50,8012,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","2Story",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,630,630,"GasA","Ex","Y","SBrkr",630,636,0,1266,0,0,1,1,2,1,"TA",5,"Typ",2,"TA","Attchd",1980,"RFn",1,283,"TA","TA","Y",340,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,7,2007,"WD","Normal",134718.4013,27,27,3445,1,"middle",7.66120893614818,3,8.98869569678571,1
"79",79,50,"RM",60,5520,"Pave","No Alley","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1920,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","Fa","No","LwQ",284,"Unf",0,863,1147,"GasA","TA","N","SBrkr",1147,510,0,1657,0,0,1,0,4,1,"Fa",9,"Typ",1,"TA","Detchd",1920,"Unf",1,162,"Fa","Fa","N",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Normal",127171.1244,86,86,4623,284,"low",8.24576537752793,4.4140049624421,8.61613313927114,4.10515524022572
"80",80,20,"RL",70,8680,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1960,1960,"Hip","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,894,894,"GasA","TA","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1965,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2007,"WD","Normal",110955.2163,47,47,2994,1,"middle",7.39712485234755,3.60882608013869,9.0687768076544,1
